frequency_rank,character,pinyin,definition,radical,radical_code,stroke_count,hsk_level,general_standard_num
5225,侩,kuài,"go-between, broker, proxy",人,9.6,8,,3960
5226,凫,fú,"wild duck, teal; swim",几,16.4,6,,3620
5227,诔,lěi,"eulogize, praise the dead",言,149.6,8,,4039
5228,郯,tán,name of a small ancient principality which was situated in what is now part of Shantung and Kiangsu,邑,163.8,10,,4642
5229,韪,wěi,right; proper; perpriety,韋,178.9,13,,5433
5230,挲,sā,to feel or fondle with the fingers,手,64.7,11,,4971
5231,笪,dá,a coarse mat of rushes or bamboo,竹,118.5,11,,4896
5232,鼋,yuán,"large turtle, sea turtle",龜,213.4,12,,5058
5233,莜,yóu,Avena nuda; a bamboo basket,艸,140.7,10,,4434
5234,風,fēng,"wind; air; manners, atmosphere",風,182.0,9,,
5235,菅,jiān,"coarse grass, themedia forskali",艸,140.8,11,,4765
5236,嵊,shèng,"district in Shaohsing, Chekiang",山,46.10,13,,5478
5237,裢,lián,folding purse inserted in belt,衣,145.7,12,,5305
5238,趿,tā,to tread on; slipshod,足,157.4,10,,4505
5239,箸,zhù,chopsticks,竹,118.9,14,,5746
5240,莴,wō,lettuce,艸,140.7,10,,4430
5241,莠,yǒu,"weeds, tares; undesirable, evil",艸,140.7,10,,4432
5242,阌,wén,"wen xiang, Henan province",門,169.8,11,,7227
5243,旯,lá,"nook, corner",日,72.2,6,,3591
5244,圜,huán,"circle, surround; encircle",囗,31.13,16,,6110
5245,涪,fú,river in Sichuan province,水,85.8,11,,4978
5246,赍,jī,present,貝,154.8,12,,5100
5247,柞,zhà,oak; spinous evergreen tree; to clear away trees,木,75.5,9,,4151
5248,嗍,suō,,口,30.10,13,,5472
5249,囵,lún,"all, complete, entire",囗,31.4,7,,3719
5250,榧,fěi,type of yew,木,75.10,14,,5661
5251,裰,duō,to mend clothes,衣,145.8,13,,5600
5252,笾,biān,bamboo container for food,竹,118.6,11,,4902
5253,簟,diàn,bamboo mat,竹,118.12,18,,6348
5254,跎,tuó,"slip, stumble, falter; vacillate",足,157.5,12,,5139
5255,巽,xùn,"5th of the 8 trigrams; south-east; mild, modest, obedient",己,49.9,12,,5318
5256,曷,hé,why? what? where?,曰,73.5,9,,4198
5257,逖,tì,"far, distant; keep at distance",辵,162.7,10,,4606
5258,骓,zhuī,piebald horse,馬,187.8,11,,5034
5259,绔,kù,trousers,糸,120.6,9,,4393
5260,枋,fāng,sandalwood; tree used as timber,木,75.4,8,,3882
5261,镒,yì,measure of weight for gold,金,167.10,15,,5951
5262,魃,bá,drought demon,鬼,194.5,14,,5761
5263,餮,tiè,a legendary animal; a greedy person,食,184.9,18,,6327
5264,讵,jù,an interjection used express surprise,言,149.5,6,,3632
5265,乜,miē,to squint; (Cant.) what? huh?,乙,5.1,2,,3502
5266,鄢,yān,name of a district in Honan,邑,163.11,13,,5351
5267,瑭,táng,a kind of jade,玉,96.10,14,,5623
5268,踅,xué,to walk around; turn back midway,足,157.7,14,,5637
5269,馓,sǎn,fried round cakes of wheat flour,食,184.12,15,,5978
5270,蟛,péng,a land-crab,虫,142.12,18,,6335
5271,鳟,zūn,barbel,魚,195.12,20,,6444
5272,荛,ráo,"fuel, firewood; stubble; Wikstroemia japonica",艸,140.6,9,,6786
5273,菬,qiáo,,艸,140.8,11,,
5274,忪,sōng,"quiet, calm, tranquil, peaceful",心,61.4,7,,3790
5275,阍,hūn,"gatekeeper; gate, door",門,169.8,11,,4950
5276,姹,chà,"beautiful, colorful; girl",女,38.6,9,,4388
5277,纰,pī,spoiled silk; hem of dress; mista,糸,120.4,7,,3822
5278,桉,ān,eucalyptus,木,75.6,10,,4462
5279,氪,kè,krypton,气,84.7,11,,4888
5280,氘,dāo,deuterium,气,84.2,6,,3599
5281,垅,lǒng,"mound, grave; ridge in field",土,32.5,8,,
5282,郃,hé,county in Shanxi province,邑,163.6,8,,6707
5283,汊,chà,a branching stream,水,85.3,6,,3628
5284,娉,pīng,"beautiful, attractive, charming, graceful",女,38.7,10,,4690
5285,纡,yū,"bend, turn, twist; distort",糸,120.3,6,,3644
5286,缟,gǎo,white raw silk,糸,120.10,13,,5615
5287,旮,gā,"nook, corner",日,72.2,6,,3615
5288,镢,jué,hoe,金,167.12,17,,6246
5289,傈,lì,tribe,人,9.10,12,,5209
5290,堋,péng,bury,土,32.8,11,,4729
5291,蔺,lìn,rush used for making mats; surnam,艸,140.11,14,,5652
5292,庥,xiū,"shade; shelter, protection",广,53.6,9,,4307
5293,枥,lì,type of oak; stable,木,75.4,8,,3874
5294,腭,è,"palate, roof of mouth",肉,130.9,13,,5520
5295,鹕,hú,pelican,鳥,196.9,14,,5658
5296,笮,zé,boards which support tiles on roof,竹,118.5,11,,4897
5297,髂,qià,the pelvis,骨,188.9,18,,6343
5298,魍,wǎng,"demons, mountain spirits",鬼,194.8,17,,6266
5299,缁,zī,black silk,糸,120.8,11,,5040
5300,槊,shuò,"spear, lance",木,75.10,14,,5796
5301,跞,lì,"walk, move",足,157.5,12,,5137
5302,醚,mí,ether,酉,164.10,16,,6071
5303,吒,zhā,"shout, roar, bellow; scold",口,30.3,6,,6531
5304,枳,zhǐ,trifoliate orange; hedge thorn; (Cant.) a plug,木,75.5,9,,4150
5305,搿,gé,,手,64.10,14,,
5306,鹧,zhè,partridge,鳥,196.11,16,,6151
5307,蜍,chú,toad,虫,142.7,13,,5461
5308,舻,lú,bow or prow of boat,舟,137.5,11,,4916
5309,鏊,ào,"a flat, iron cooking-plate for cakes",金,167.11,18,,6310
5310,禳,ráng,"pray or sacrifice, exorcise",示,113.17,21,,6460
5311,蒺,jí,furze; gorse,艸,140.10,13,,5383
5312,钹,bó,cymbals,金,167.5,10,,4531
5313,蜢,měng,grasshopper,虫,142.8,14,,5714
5314,鬻,yù,"sell; child, childish; nourish",鬲,193.12,22,,6476
5315,珩,háng,the top gem of the pendants,玉,96.6,10,,4405
5316,卮,zhī,measuring cup; wine container,卩,26.3,5,,3547
5317,垭,yā,character used in place names,土,32.6,9,,4094
5318,苄,biàn,benzyl,艸,140.4,7,,3675
5319,苕,sháo,rush plant,艸,140.5,8,,3873
5320,菀,wǎn,luxuriance of growth,艸,140.8,11,,4766
5321,骠,biāo,"charger, steed; swift, valiant",馬,187.11,14,,5841
5322,袷,jiá,lined garment,衣,145.6,11,,5000
5323,跹,xiān,"wander about, walk around; revolve",足,157.6,13,,5457
5324,瘘,lòu,"fistula, sore, ulcer, goiter",疒,104.9,14,,5783
5325,騔,gé,,馬,187.9,19,,
5326,論,lùn,debate; discuss; discourse,言,149.8,15,,
5327,磬,qìng,musical instrument; musical stone,石,112.11,16,,6044
5328,缶,fǒu,earthen crock or jar; rad. 121,缶,121.0,6,,3598
5329,笸,pǒ,flat basket for grain,竹,118.5,11,,4895
5330,鸷,zhì,"hawk, vulture",鳥,196.6,11,,4732
5331,頭,tóu,"head; top; chief, first; boss",頁,181.7,16,,
5332,芰,jì,water caltrop,艸,140.4,7,,6569
5333,蕲,qí,variety of artemisia seek,艸,140.12,15,,5881
5334,阆,láng,"high door; high gate; high, lofty",門,169.7,10,,4632
5335,纨,wán,"white silk, fine silk; gauze",糸,120.3,6,,3647
5336,琮,cóng,octagonal piece of jade with hole in middle,玉,96.8,12,,5052
5337,牦,máo,tail; hair; yak,牛,93.4,8,,3947
5338,砩,fú,,石,112.5,10,,
5339,蠲,juān,"the millipede sometimes confounded with the grow-worm; bright, clear",虫,142.17,23,,6486
5340,锒,láng,lock,金,167.7,12,,5188
5341,锕,ā,actinium (Ac),金,167.8,12,,5190
5342,郓,yùn,,邑,163.6,8,,4045
5343,妯,zhóu,,女,38.5,8,,4065
5344,驷,sì,team of four horses; horses,馬,187.5,8,,4077
5345,鹩,liáo,wren,鳥,196.12,17,,6219
5346,舢,shān,sampan,舟,137.3,9,,4271
5347,趸,dǔn,sell or buy wholesale; store,足,157.3,10,,4488
5348,證,zhèng,"proof, evidence; testify, verify",言,149.12,19,,
5349,養,yǎng,"raise, rear, bring up; support",食,184.6,14,,
5350,芫,yán,"daphne genkwa, poisonous plant",艸,140.4,7,,3659
5351,嗉,sù,,口,30.10,13,,5435
5352,蠊,lián,,虫,142.13,19,,6393
5353,笊,zhào,"ladle, bamboo skimmer",竹,118.4,10,,4558
5354,莸,yóu,caryopteris divaricata,艸,140.7,10,,4439
5355,饴,yí,sweet-meats; sweet-cakes; syrup,食,184.5,8,,3993
5356,阃,kǔn,,門,169.7,10,,4629
5357,浯,wú,name of a river in Shandong,水,85.7,10,,4645
5358,枇,pí,loquat,木,75.4,8,,3875
5359,焱,yàn,flames,火,86.8,12,,5275
5360,铆,mǎo,rivet,金,167.5,10,,4539
5361,擤,xǐng,to blow the nose with fingers,手,64.14,17,,6200
5362,柢,dǐ,"root, base; bottom of object",木,75.5,9,,4154
5363,醢,hǎi,minced pickled meat; mince,酉,164.10,17,,6215
5364,呲,cī,give a talking-to,口,30.5,9,,4207
5365,崾,yǎo,place name in Shanxi province,山,46.9,12,,7362
5366,溆,xù,river in Hunan,水,85.9,12,,5287
5367,潴,zhū,pond; a pool,水,85.12,14,,5806
5368,牖,yǒu,window; lead enlightenment,片,91.11,15,,5960
5369,硪,wò,,石,112.7,12,,7340
5370,碓,duì,pestle,石,112.8,13,,5418
5371,鹆,yù,myna; manah; Acridotheres tristis,鳥,196.7,12,,5224
5372,鬣,liè,,髟,190.15,25,,6494
5373,堀,kū,"cave, hole",土,32.8,11,,
5374,帙,zhì,book cover; satchel or bag,巾,50.5,8,,3927
5375,雱,pāng,snowing heavily,雨,173.4,12,,5116
5376,須,xū,"must, have to, necessary; moment; whiskers",頁,181.3,12,,
5377,進,jìn,"advance, make progress, enter",辵,162.8,11,,
5378,诎,qū,"bend, stoop, crouch; to yield",言,149.5,7,,6627
5379,獐,zhāng,"roebuck, hornless river deer",犬,94.11,14,,5773
5380,桁,héng,cross-beams of roof,木,75.6,10,,4458
5381,蛱,jiá,kind of butterfly,虫,142.6,12,,5142
5382,鳏,guān,huge fish; widower; bachelor,魚,195.10,18,,6354
5383,郴,chēn,county in Hunan province; surname,邑,163.8,10,,4449
5384,幂,mì,"cover-cloth, cover with cloth",冖,14.10,12,,5311
5385,箝,qián,"tweezers, pliers, tongs, pincers",竹,118.8,14,,
5386,僳,sù,minority name,人,9.12,14,,5757
5387,疝,shàn,"hernia, rupture",疒,104.3,8,,3998
5388,茴,huí,"fennel, aniseed",艸,140.6,9,,4115
5389,揶,yé,"make fun of, ridicule",手,64.9,11,,4716
5390,呦,yōu,the bleating of the deer,口,30.5,8,,3921
5391,嗌,ài,"the throat; to quarrel, choke",口,30.10,13,,5471
5392,囹,líng,"prison, enclosure",囗,31.5,8,,3937
5393,螈,yuán,a silkworm,虫,142.10,16,,6099
5394,脲,niào,urea,肉,130.7,11,,4923
5395,镊,niè,"tweezers, forceps, pincers",金,167.10,15,,5946
5396,锑,tī,antimony,金,167.7,12,,5187
5397,胨,dòng,a kind of protein,肉,130.5,9,,4279
5398,膈,gé,diaphragm,肉,130.10,14,,5766
5399,痼,gù,chronic disease,疒,104.8,13,,5542
5400,鳊,biān,bream,魚,195.9,17,,6282
5401,赅,gāi,prepared for; inclusive,貝,154.6,10,,4526
5402,贽,zhì,gift superior; gift given,貝,154.6,10,,4423
5403,處,chù,"place, locale; department",虍,141.5,11,,
5404,苤,piě,kohl rabi,艸,140.5,8,,3856
5405,峄,yì,a range of peaks in Shandong and Jiangsu; the name of a mountain,山,46.5,8,,3935
5406,桡,ráo,bent or twisted piece of wood,木,75.6,10,,4451
5407,雎,jū,"osprey, fishhawk; hold back",隹,172.5,13,,5438
5408,鲋,fù,"carp, carassicus auratus",魚,195.5,13,,5530
5409,鞫,jū,"interrogate, question",革,177.9,18,,6317
5410,鼬,yòu,"weasel, mustela itatis",鼠,208.5,18,,6350
5411,獯,xūn,a tribe of Scythians which invaded China during the Hsia dynasty,犬,94.14,17,,7969
5412,昀,yún,sun light; used in personal names,日,72.4,8,,3904
5413,痍,yí,"wound, bruise, sore",疒,104.6,11,,4939
5414,蟊,máo,a fly which is used similarly to cantharides,虫,142.11,17,,6307
5415,鞴,bèi,saddle up horse; drive horse,革,177.10,19,,6370
5416,疖,jiē,"pimple, sore, boil",疒,104.2,7,,3759
5417,熘,liū,to steam,火,86.10,14,,5798
5418,乇,tuō,"to depend on, to entrust with",丿,4.2,3,,
5419,羸,léi,"weak, lean, emaciated, exhausted",羊,123.13,19,,6410
5420,嵴,jǐ,mountain ridge,山,46.10,13,,5480
5421,栀,zhī,gardenia,木,75.5,9,,4153
5422,槲,hú,type of oak,木,75.11,15,,5889
5423,炝,qiàng,stir-fry or boil in water or oil then cook with a sauce,火,86.4,8,,4007
5424,炷,zhù,"candle wick, lamp wick; stick of incense",火,86.5,9,,4329
5425,硐,dòng,variant of ,石,112.6,11,,4794
5426,锸,chā,"spade, shovel; marking pin",金,167.9,14,,5737
5427,鹂,lí,Chinese oriole; Oriolus oriolus,鳥,196.7,12,,5111
5428,裾,jū,"lapel, border of garment; skirt",衣,145.8,13,,5599
5429,侪,chái,"a company, companion; together",人,9.6,8,,3963
5430,診,zhěn,"examine patient, diagnose",言,149.5,12,,
5431,調,diào,"transfer, move, change; tune",言,149.8,15,,
5432,珐,fà,"enamel, cloissoné",玉,96.5,9,,4085
5433,縯,yǎn,long,糸,120.11,17,,
5434,哔,bì,used in transliterations,口,30.6,9,,4204
5435,屙,ē,to ease nature,尸,44.8,10,,4680
5436,旆,pèi,"flag ornament; flags, banners",方,70.6,10,,4626
5437,佰,bǎi,hundred,人,9.6,8,,3952
5438,僦,jiù,to heir; to rent,人,9.12,14,,7694
5439,牯,gǔ,cow; bull; ox,牛,93.5,9,,4249
5440,钪,kàng,scandium,金,167.4,9,,6849
5441,掾,yuàn,a general designation of officials,手,64.9,12,,5077
5442,針,zhēn,needle; pin; tack; acupuncture,金,167.2,10,,
5443,仟,qiān,one thousand; leader of one thousand men,人,9.3,5,,3543
5444,圮,pǐ,"destroyed, ruined; to subvert to injure",土,32.3,6,,3576
5445,芟,shān,"mow, cut; weed out; scythe",艸,140.4,7,,3674
5446,崃,lái,mountain in Sichuan province,山,46.7,10,,4521
5447,廪,lǐn,granary; stockpile,广,53.13,16,,6155
5448,擘,bāi,"thumb; break, tear open, rip",手,64.13,17,,6303
5449,笱,gǒu,"a basket trap for fish, placed in the opening of a weir",竹,118.5,11,,7190
5450,跗,fū,the instep,足,157.5,12,,5136
5451,鲅,bà,fish name,魚,195.5,13,,5525
5452,硷,jiǎn,"alkaline, alkali, lye, salt",石,112.7,12,,
5453,苎,zhù,"china grass, ramie",艸,140.4,7,,3676
5454,匏,páo,gourd; musical instrument,勹,20.9,11,,4799
5455,嗾,sǒu,"to set a dog on; incite, instigate",口,30.11,14,,5721
5456,圄,yǔ,"prison, jail",囗,31.7,10,,4515
5457,彀,gòu,"enough, adequate fully, quite",弓,57.10,13,,5363
5458,粳,jīng,non-glutinous rice,米,119.7,13,,5557
5459,卣,yǒu,wine pot,卜,25.5,7,,3695
5460,勐,měng,imperial degree; daoist magic,力,19.8,10,,4682
5461,掴,guāi,,手,64.7,11,,4721
5462,涑,sù,river in Shansi province,水,85.7,10,,4644
5463,浞,zhuó,"to soak, to steep in water",水,85.7,10,,4651
5464,玳,dài,tortoise shell,玉,96.5,9,,4088
5465,愍,mǐn,"pity, sympathize with",心,61.9,13,,7611
5466,畛,zhěn,"border, boundary; raised path",田,102.5,10,,4506
5467,赧,nǎn,"blush, turn red",赤,155.5,11,,4724
5468,貉,háo,badger; raccoon dog,豸,153.6,13,,5515
5469,擀,gǎn,roll flat,手,64.13,16,,6039
5470,湫,jiǎo,a small pond; a damp and narrow place,水,85.9,12,,5284
5471,逦,lǐ,"meandering, winding",辵,162.7,10,,4470
5472,椴,duàn,"poplar, aspen",木,75.9,13,,5398
5473,铄,shuò,"melt, smelt; shine",金,167.5,10,,4538
5474,箧,qiè,"rattan box, suitcase, or case",竹,118.8,14,,5744
5475,刖,yuè,cutting off feet as form of punishment,刀,18.4,6,,3613
5476,鲮,líng,carp,魚,195.8,16,,6139
5477,訇,hōng,the sound of a crash,言,149.2,9,,4296
5478,茱,zhū,dogwood,艸,140.6,9,,4116
5479,啖,dàn,"eat, feed; chew, bite; entice",口,30.8,11,,4848
5480,悭,qiān,"miserly, parsimonious, stingy",心,61.7,10,,4660
5481,愀,qiǎo,,心,61.9,12,,5298
5482,朐,qú,warm,月,74.5,9,,4287
5483,畈,fàn,field; farm,田,102.4,9,,4210
5484,鹨,liù,Anthus species (various),鳥,196.11,16,,7914
5485,蛘,yáng,"a weevil found in rice, etc.",虫,142.6,12,,5151
5486,佶,jí,"strong, robust; exact, correct",人,9.6,8,,3950
5487,缃,xiāng,light-yellow color,糸,120.9,12,,5329
5488,晟,chéng,"clear, bright; splendor, brightness",日,72.7,10,,4495
5489,鲱,fēi,herring,魚,195.8,16,,6140
5490,凼,dàng,ditch; pool,水,85.2,6,,3595
5491,苴,jū,sackcloth; female hemp plant,艸,140.5,8,,3860
5492,颛,zhuān,"good, honest; simple; respectful",頁,181.9,15,,5938
5493,厍,shè,surname,厂,27.4,6,,3586
5494,匚,fāng,box; KangXi radical 22,匚,22.0,2,,
5495,徉,yáng,"wonder, rove, stray; hesitating",彳,60.6,9,,4270
5496,洙,zhū,name of a river in Shandong,水,85.6,9,,4338
5497,氡,dōng,radon,气,84.5,9,,4247
5498,胗,zhēn,"pustules of any kind, a rash or eruption.measles; various kinds of fever",肉,130.5,9,,4285
5499,癯,qú,"thin, emaciated; worn, tired",疒,104.18,23,,6484
5500,鞒,qiáo,"mud shoe, sledge for the feet",革,177.6,15,,5873
5501,锆,gào,zirconium,金,167.7,12,,5183
5502,佤,wǎ,"the Va (Wa) nationality, living in Yunnan",人,9.5,6,,3605
5503,錢,qián,"money, currency, coins",金,167.8,16,,
5504,飲,yǐn,drink; swallow; kind of drink,食,184.4,12,,
5505,細,xì,"fine, tiny; slender, thin",糸,120.5,11,,
5506,勰,xié,"peaceful, harmonious",力,19.13,15,,6018
5507,钺,yuè,"broad-axe, a battle axe, halberd",金,167.5,10,,4532
5508,繇,yáo,"reason, cause",糸,120.11,17,,6268
5509,螭,chī,a dragon whose horns have not grown; cruel,虫,142.11,16,,6101
5510,嵬,wéi,"high; rugged, rocky, precipitous",山,46.10,12,,5170
5511,轸,zhěn,cross board at rear of carriage,車,159.5,9,,4182
5512,肟,wò,an organic compound,肉,130.3,7,,3742
5513,肫,zhūn,"the gizzard of a fowl; honest, sincere",肉,130.4,8,,3981
5514,邨,cūn,"village, hamlet; rustic",邑,163.4,6,,6530
5515,瘿,yǐng,"swelling, goiter",疒,104.11,16,,6156
5516,仞,rèn,,人,9.3,5,,3546
5517,奁,lián,,大,37.4,7,,3687
5518,宄,guǐ,a traitor; a villain,宀,40.2,5,,6519
5519,轳,lú,"pulley, windlass, capstan",車,159.5,9,,4180
5520,熳,màn,,火,86.11,15,,
5521,睇,dì,"look at, glance at; stare at",目,109.7,12,,5125
5522,钼,mù,molybdenum,金,167.5,10,,4534
5523,蝼,lóu,"a mole cricket, Gryllotalpa africana",虫,142.9,15,,5928
5524,跆,tái,trample,足,157.5,12,,5141
5525,樗,chū,"Ailanthus glandulosa or A. altissima, a kind of tree useless as timber",木,75.11,15,,5886
5526,鲰,zōu,small fish; small; minnow,魚,195.8,16,,7887
5527,節,jié,"knot, node, joint; section",竹,118.7,13,,
5528,诶,éi,an exclamation of confirmation,言,149.7,9,,
5529,薜,bì,"evergreen shrubs, ligusticum",艸,140.13,16,,6054
5530,铧,huá,"spade, shovel, plowshare",金,167.6,11,,4875
5531,裥,jiǎn,folds,衣,145.7,12,,5307
5532,榇,chèn,coffin; tung tree,木,75.9,13,,7499
5533,馃,guǒ,"cakes, biscuits, pastry",食,184.8,11,,4932
5534,術,shù,"art, skill, special feat; method, technique",行,144.5,11,,
5535,蹚,tāng,tread through mud and water,足,157.11,18,,6333
5536,怄,òu,annoyed,心,61.4,7,,3784
5537,寤,wù,"few, scarce; empty, deserted",宀,40.11,14,,5816
5538,缗,mín,fishing-line; cord; string of coi,糸,120.9,12,,5337
5539,硗,qiāo,barren land; sandy soil,石,112.6,11,,4793
5540,碡,dú,stone roller used to level fields,石,112.9,14,,5676
5541,矬,cuó,a dwarf,矢,111.7,12,,5192
5542,鸱,chī,"kite, horned owl; wine cups",鳥,196.5,10,,4598
5543,虺,huī,large poisonous snake,虫,142.3,9,,4173
5544,糅,róu,"blend, mix; mixed",米,119.9,15,,5993
5545,雠,chóu,"enemy, rival, opponent",隹,172.10,18,,6351
5546,帑,tǎng,a treasury; public funds,巾,50.5,8,,4067
5547,镧,lán,lanthanum,金,167.12,17,,6249
5548,埙,xūn,instrument,土,32.7,10,,4416
5549,啁,zhāo,"chirp, twitter, twittering",口,30.8,11,,4842
5550,悒,yì,"sorrowful, depressed, unhappy",心,61.7,10,,4662
5551,犍,jiān,a bullock; a fabulous monster,牛,93.9,12,,5200
5552,硌,gè,,石,112.6,11,,4796
5553,锩,juǎn,to bend iron,金,167.8,13,,5490
5554,虿,chài,a kind of scorpion,虫,142.3,9,,4183
5555,蛑,móu,a marine crab,虫,142.6,12,,7355
5556,艉,wěi,,舟,137.7,13,,7551
5557,钅,jīn,gold; money; KangXi radical 167,金,167.0,5,,
5558,咴,huī,,口,30.6,9,,4197
5559,筮,shì,divination with stalks of plants; divining rod,竹,118.7,13,,5502
5560,艏,shǒu,,舟,137.9,15,,7797
5561,糁,sǎn,a grain of rice; rice gruel mixed with meat,米,119.8,14,,5795
5562,鼍,tuó,"large reptile, water lizard",黽,205.12,20,,6430
5563,肄,yì,"learn, practice, study; toil",聿,129.7,13,,5532
5564,籴,dí,purchase grains; store grain,米,119.2,8,,3974
5565,骜,ào,"wild horse, mustang; wild",馬,187.10,13,,5347
5566,砻,lóng,"grind, sharpen; mill",龍,212.5,10,,4483
5567,蜮,yù,a fabulous creature like a turtle; a toad,虫,142.8,14,,5706
5568,龀,chèn,lose baby teeth and get adult teeth,齒,211.2,10,,4489
5569,黢,qū,black,黑,203.7,19,,6394
5570,劢,mài,"put forth effort, strive forward",力,19.3,5,,3537
5571,腫,zhǒng,swell; swollen; swelling,肉,130.9,13,,
5572,耪,pǎng,"plow, cultivate",耒,127.10,16,,6028
5573,鬯,chàng,sacrificial wine; unhindered,鬯,192.0,10,,7028
5574,畚,běn,"straw basket, hamper",田,102.5,10,,4697
5575,觳,hú,an ancient measure; a goblet; mean; frightened,角,148.10,17,,6202
5576,稞,kē,grain ready for grinding; grain,禾,115.8,13,,5497
5577,鹁,bó,species of pigeon,鳥,196.7,12,,5106
5578,鲲,kūn,spawn; roe; fy,魚,195.8,16,,6141
5579,稱,chēng,"call; name, brand; address; say",禾,115.9,14,,
5580,捌,bā,"break open, split open; an accounting version of the numeral eight",手,64.7,10,,1800
5581,菔,fú,turnip,艸,140.8,11,,4758
5582,獬,xiè,a fabulous monster,犬,94.13,16,,6149
5583,柘,zhè,a thorny tree; sugarcane,木,75.5,9,,4142
5584,娆,ráo,"graceful, charming, fascinating",女,38.6,9,,4384
5585,篪,chí,a bamboo flute with seven holes,竹,118.10,16,,6127
5586,鲀,tún,"blowfish, globefish, Spheroides vermicular",魚,195.4,12,,5236
5587,谰,lán,"accuse falsely; slander, libel",言,149.12,14,,5825
5588,孬,nāo,bad; cowardly,子,39.7,10,,4472
5589,伥,chāng,ghost of one devoured by tiger,人,9.5,6,,3607
5590,谇,suì,"speak ill of, vilify; berate",言,149.8,10,,4678
5591,鄄,juàn,,邑,163.9,11,,4785
5592,狎,xiá,be familiar with; disrespect,犬,94.5,8,,3986
5593,闫,yàn,village gate,門,169.3,6,,6546
5594,滟,yàn,"overflowing, billowing; wavy",水,85.10,13,,5566
5595,齑,jī,"break or smash into pieces, pulverize; hash",齊,210.9,15,,5986
5596,遒,qiú,"strong, unyielding, forceful",辵,162.9,12,,5270
5597,磔,zhé,"to dismember, tear apart; downward stroke slanting right",石,112.10,15,,5895
5598,聃,dān,ears without rims; a personal name,耳,128.5,11,,4745
5599,綦,qí,dark grey. variegated. superlative,糸,120.8,14,,5642
5600,鲡,lí,eel,魚,195.7,15,,5969
5601,蔻,kòu,肉豆蔻,艸,140.11,14,,5655
5602,泠,líng,"nice and cool, mild and comfortable",水,85.5,8,,4016
5603,砗,chē,"giant clam, tridacna gigas",石,112.4,9,,4165
5604,钕,nǚ,neodymium,金,167.3,8,,3943
5605,镫,dèng,lamp; a kind of cooking vessel,金,167.12,17,,6252
5606,菹,jū,salted or pickled vegetables,艸,140.8,11,,4763
5607,胂,shèn,,肉,130.5,9,,4282
5608,煅,duàn,,火,86.9,13,,5562
5609,煸,biān,to stir-fry before broiling or stewing,火,86.9,13,,5564
5610,螯,áo,nippers,虫,142.11,16,,6035
5611,躅,zhú,"walk carefully; hesitate, falter",足,157.13,20,,6429
5612,鲠,gěng,"fish bones; honest, upright",魚,195.7,15,,5968
5613,佥,qiān,"all, together, unanimous",人,9.5,7,,3738
5614,罘,fú,screen used in ancient times,网,122.4,9,,4232
5615,嶝,dèng,path leading up a mountain,山,46.12,15,,5942
5616,適,shì,"match, comfortable; just",辵,162.11,14,,
5617,坨,tuó,"a lump, heap",土,32.5,8,,3849
5618,菽,shū,"beans and peas, collectively",艸,140.8,11,,4752
5619,哞,mōu,moo,口,30.6,9,,4229
5620,徜,cháng,walking and fro; lingering,彳,60.8,11,,4914
5621,慊,qiàn,to resent; contended; satisfied,心,61.10,13,,5590
5622,洳,rù,"damp, boggy, marshy",水,85.6,9,,4348
5623,渑,miǎn,name of a river in Shandong,水,85.8,11,,4974
5624,灞,bà,river in Shanxi province,水,85.21,24,,6491
5625,盍,hé,what? why not?,皿,108.5,10,,4426
5626,钋,pō,polonium,金,167.2,7,,3722
5627,鸫,dōng,thrush; Turdus species (various),鳥,196.5,10,,4487
5628,踯,zhí,"waver, hesitate, be irresolute",足,157.8,15,,5917
5629,縻,mí,"halter for ox; tie up, harness",糸,120.11,17,,6288
5630,萘,nài,naphthalene,艸,140.8,11,,4750
5631,褫,chǐ,"strip, tear off, undress",衣,145.10,15,,6013
5632,羰,tāng,,羊,123.9,15,,5988
5633,腦,nǎo,brain,肉,130.9,13,,
5634,俅,qiú,ornamental cap,人,9.7,9,,4258
5635,芤,kōu,,艸,140.4,7,,6577
5636,隳,huī,to destroy; to overthrow,阜,170.15,17,,6305
5637,洮,táo,cleanse; river in Gansu province,水,85.6,9,,4343
5638,胼,pián,"callus, calluses",肉,130.6,10,,4594
5639,罴,pí,"brown bear, ursus arctos",网,122.9,14,,5723
5640,镛,yōng,large bell used as musical instrument,金,167.11,16,,6116
5641,怛,dá,"grieved, saddened; worried",心,61.5,8,,4028
5642,芊,qiān,exuberant and vigorous foliage,艸,140.3,6,,3578
5643,啉,lín,stupid; slow,口,30.8,11,,4820
5644,噌,cēng,"scold, shout at",口,30.12,15,,5936
5645,嫱,qiáng,lady,女,38.11,14,,5831
5646,绲,gǔn,cord; woven belt; hem; hemming,糸,120.8,11,,5033
5647,膻,shān,a rank odor; a technical term from Chinese medicine for the center of the chest,肉,130.13,17,,6273
5648,焐,wù,,火,86.7,11,,4956
5649,裡,lǐ,"inside, interior, within",衣,145.7,12,,
5650,葎,lǜ,Humulus japonicus,艸,140.9,12,,7315
5651,亓,qí,"(archaic form) his, her, its, their; that",二,7.2,4,,3508
5652,倮,luǒ,"bare, naked, uncovered",人,9.8,10,,7016
5653,莼,chún,an edible water plant-brasenia,艸,140.7,10,,4446
5654,蘅,héng,a fragrant plant the root is medicinal,艸,140.16,19,,6373
5655,嘞,lei,(Cant.) final particle used for polite refusal,口,30.11,14,,5695
